ID,block,frequency,trial,cue,target,targOrient,response,RT
1,1,0,1,centre,incongRight,180,1,0.57816
1,1,0,2,blank,congRight,0,1,0.53022
1,1,0,3,blank,congLeft,0,1,0.461965
1,1,0,4,centre,congLeft,180,1,0.40029
1,1,0,5,upper,congLeft,0,1,0.27731
1,1,0,6,centre,incongRight,180,0,0.36166
1,1,0,7,upper,incongRight,0,1,0.513695
1,1,0,8,blank,congLeft,0,1,0.48047
1,1,0,9,blank,incongLeft,0,1,0.65239
1,1,0,10,centre,incongLeft,180,1,0.54619
1,1,0,11,centre,congLeft,180,1,0.52966
1,1,0,12,centre,congLeft,0,1,0.413605
1,1,0,13,upper,incongLeft,0,1,0.515525
1,1,0,14,centre,incongRight,0,0,0.42868
1,1,0,15,blank,congLeft,180,1,0.433855
1,1,0,16,centre,congRight,0,1,0.46899
1,1,0,17,lower,incongRight,180,1,0.411015
1,1,0,18,centre,congRight,180,1,0.612375
1,1,0,19,lower,incongRight,180,1,0.517245
1,1,0,20,blank,incongLeft,0,1,0.49581
1,1,0,21,lower,incongLeft,180,1,0.449855
1,1,0,22,lower,congRight,180,1,0.361475
1,1,0,23,centre,incongRight,0,1,0.56679
1,1,0,24,upper,incongRight,0,1,0.45378
1,1,0,25,centre,incongLeft,0,1,0.58424
1,1,0,26,blank,incongLeft,180,1,0.679265
1,1,0,27,lower,incongLeft,180,1,0.41264
1,1,0,28,blank,incongRight,180,1,0.579465
1,1,0,29,upper,congRight,0,1,0.34911
1,1,0,30,centre,incongLeft,180,1,0.49689
1,1,0,31,blank,congRight,180,1,0.49527
1,1,0,32,blank,congRight,0,1,0.454805
1,1,0,33,centre,incongLeft,0,1,0.527245
1,1,0,34,lower,congRight,180,1,0.44559
1,1,0,35,centre,congRight,180,1,0.447235
1,1,0,36,blank,incongRight,0,1,0.529885
1,1,0,37,blank,incongLeft,180,1,0.512865
1,1,0,38,lower,congLeft,180,1,0.36924
1,1,0,39,upper,incongLeft,0,1,0.366845
1,1,0,40,lower,congLeft,180,1,0.297175
1,1,0,41,upper,congLeft,0,1,0.302765
1,1,0,42,blank,congRight,180,1,0.447245
1,1,0,43,blank,incongRight,180,1,0.599425
1,1,0,44,blank,congLeft,180,1,0.50096
1,1,0,45,blank,incongRight,0,0,0.379445
1,1,0,46,centre,congRight,0,1,0.40244
1,1,0,47,centre,congLeft,0,1,0.396295
1,1,0,48,upper,congRight,0,1,0.379695
1,2,0,1,lower,congRight,180,1,0.37402
1,2,0,2,upper,congRight,0,1,0.36352
1,2,0,3,blank,incongRight,180,1,0.546355
1,2,0,4,upper,congRight,0,1,0.288645
1,2,0,5,lower,incongLeft,180,0,0.295565
1,2,0,6,blank,incongLeft,180,1,0.564405
1,2,0,7,centre,congLeft,180,1,0.463205
1,2,0,8,blank,incongRight,180,1,0.61493
1,2,0,9,centre,incongRight,0,1,0.54501
1,2,0,10,centre,congRight,180,1,0.362475
1,2,0,11,upper,incongLeft,0,1,0.48167
1,2,0,12,blank,incongLeft,180,1,0.589785
1,2,0,13,centre,congLeft,0,1,0.338505
1,2,0,14,lower,incongRight,180,0,0.282465
1,2,0,15,upper,incongLeft,0,1,0.413455
1,2,0,16,blank,congLeft,0,1,0.479025
1,2,0,17,blank,congLeft,180,1,0.55262
1,2,0,18,centre,congLeft,0,1,0.338655
1,2,0,19,upper,incongRight,0,1,0.45521
1,2,0,20,blank,congRight,0,1,0.47839
1,2,0,21,centre,incongRight,180,1,0.594965
1,2,0,22,centre,congRight,180,1,0.50146
1,2,0,23,lower,congLeft,180,1,0.418065
1,2,0,24,upper,congLeft,0,1,0.31741
1,2,0,25,centre,incongRight,180,1,0.58413
1,2,0,26,centre,congLeft,180,1,0.501635
1,2,0,27,blank,congRight,180,1,0.583595
1,2,0,28,centre,congRight,0,1,0.484715
1,2,0,29,blank,congRight,0,1,0.60192
1,2,0,30,centre,incongLeft,180,0,0.417905
1,2,0,31,centre,incongLeft,0,1,0.568035
1,2,0,32,lower,congLeft,180,1,0.385575
1,2,0,33,blank,congRight,180,1,0.58436
1,2,0,34,upper,congLeft,0,1,0.417395
1,2,0,35,blank,congLeft,180,1,0.51845
1,2,0,36,lower,congRight,180,1,0.38434
1,2,0,37,centre,congRight,0,1,0.518055
1,2,0,38,blank,congLeft,0,1,0.55283
1,2,0,39,blank,incongRight,0,1,0.582875
1,2,0,40,centre,incongRight,0,1,0.639775
1,2,0,41,lower,incongLeft,180,1,0.47488
1,2,0,42,upper,incongRight,0,1,0.446545
1,2,0,43,centre,incongLeft,180,1,0.63797
1,2,0,44,lower,incongRight,180,1,0.619225
1,2,0,45,blank,incongLeft,0,1,0.679115
1,2,0,46,blank,incongLeft,0,1,0.583375
1,2,0,47,centre,incongLeft,0,1,0.527245
1,2,0,48,blank,incongRight,0,1,0.90122
1,3,4,1,centre,incongLeft,180,1,0.585615
1,3,4,2,upper,congLeft,0,1,0.301615
1,3,4,3,blank,congRight,180,1,0.500035
1,3,4,4,centre,incongLeft,180,1,0.513835
1,3,4,5,lower,congRight,180,1,0.45878
1,3,4,6,blank,congRight,180,1,0.507775
1,3,4,7,blank,incongRight,0,1,0.55088
1,3,4,8,lower,incongLeft,180,1,0.483625
1,3,4,9,blank,congRight,0,1,0.48565
1,3,4,10,lower,incongRight,180,1,0.430005
1,3,4,11,upper,incongLeft,0,1,0.521595
1,3,4,12,centre,congRight,0,1,0.472425
1,3,4,13,centre,incongLeft,0,1,0.595745
1,3,4,14,centre,incongRight,0,1,0.61311
1,3,4,15,blank,congLeft,0,1,0.53599
1,3,4,16,blank,incongLeft,180,1,0.6994
1,3,4,17,blank,incongLeft,180,1,0.63721
1,3,4,18,centre,incongRight,180,1,0.596065
1,3,4,19,centre,congLeft,180,1,0.496085
1,3,4,20,lower,congRight,180,1,0.41118
1,3,4,21,centre,incongLeft,0,1,0.55236
1,3,4,22,centre,congLeft,0,1,0.361465
1,3,4,23,blank,congLeft,0,1,0.455625
1,3,4,24,blank,incongRight,180,1,0.66185
1,3,4,25,blank,congLeft,180,1,0.38
1,3,4,26,lower,incongLeft,180,0,0.31302
1,3,4,27,lower,congLeft,180,1,0.335515
1,3,4,28,upper,incongRight,0,1,0.435815
1,3,4,29,upper,incongLeft,0,1,0.402915
1,3,4,30,blank,incongRight,180,1,0.64597
1,3,4,31,blank,incongRight,0,0,0.443685
1,3,4,32,blank,congRight,0,1,0.43784
1,3,4,33,centre,congRight,180,1,0.51882
1,3,4,34,upper,congRight,0,1,0.36343
1,3,4,35,upper,congRight,0,1,0.330115
1,3,4,36,lower,incongRight,180,1,0.46577
1,3,4,37,centre,congRight,180,1,0.39517
1,3,4,38,blank,incongLeft,0,1,0.62914
1,3,4,39,upper,congLeft,0,1,0.34646
1,3,4,40,centre,congLeft,180,1,0.432875
1,3,4,41,blank,congLeft,180,1,0.42968
1,3,4,42,blank,incongLeft,0,1,0.613085
1,3,4,43,centre,incongRight,180,1,0.536505
1,3,4,44,centre,congLeft,0,1,0.3628
1,3,4,45,centre,congRight,0,1,0.38085
1,3,4,46,lower,congLeft,180,1,0.385035
1,3,4,47,upper,incongRight,0,1,0.435665
1,3,4,48,centre,incongRight,0,1,0.628045
1,4,0,1,upper,incongLeft,0,1,0.447865
1,4,0,2,centre,congRight,180,1,0.470965
1,4,0,3,lower,incongLeft,180,1,0.46322
1,4,0,4,blank,incongLeft,180,1,0.570795
1,4,0,5,blank,incongRight,180,1,0.61532
1,4,0,6,blank,incongLeft,180,1,0.61168
1,4,0,7,upper,congLeft,0,1,0.363365
1,4,0,8,upper,congRight,0,1,0.37144
1,4,0,9,upper,congLeft,0,1,0.34648
1,4,0,10,centre,incongLeft,0,1,0.602065
1,4,0,11,upper,congRight,0,1,0.33539
1,4,0,12,lower,congRight,180,1,0.36104
1,4,0,13,lower,incongRight,180,1,0.400165
1,4,0,14,centre,incongRight,180,1,0.56538
1,4,0,15,centre,congLeft,0,1,0.432145
1,4,0,16,centre,congRight,0,1,0.445995
1,4,0,17,blank,incongRight,0,1,0.72072
1,4,0,18,blank,congLeft,0,1,0.48233
1,4,0,19,centre,congRight,0,1,0.407345
1,4,0,20,centre,incongLeft,180,1,0.71207
1,4,0,21,blank,congRight,180,1,0.628245
1,4,0,22,blank,congRight,180,1,0.611865
1,4,0,23,blank,congLeft,0,1,0.46873
1,4,0,24,blank,congLeft,180,1,0.378165
1,4,0,25,centre,incongRight,180,1,0.57056
1,4,0,26,centre,incongRight,0,1,0.527665
1,4,0,27,upper,incongLeft,0,0,0.334585
1,4,0,28,blank,incongRight,180,1,0.699065
1,4,0,29,lower,congRight,180,1,0.37106
1,4,0,30,lower,incongRight,180,1,0.431215
1,4,0,31,centre,incongLeft,180,1,0.56764
1,4,0,32,lower,incongLeft,180,1,0.471645
1,4,0,33,blank,incongLeft,0,1,0.629435
1,4,0,34,lower,congLeft,180,1,0.4123
1,4,0,35,centre,incongRight,0,1,0.57872
1,4,0,36,blank,congLeft,180,1,0.577765
1,4,0,37,blank,incongRight,0,1,0.594275
1,4,0,38,lower,congLeft,180,1,0.34545
1,4,0,39,centre,congLeft,180,1,0.42895
1,4,0,40,centre,congLeft,180,1,0.36278
1,4,0,41,centre,congLeft,0,1,0.353675
1,4,0,42,blank,congRight,0,1,0.63942
1,4,0,43,blank,congRight,0,1,0.43028
1,4,0,44,upper,incongRight,0,1,0.50581
1,4,0,45,upper,incongRight,0,1,0.450675
1,4,0,46,blank,incongLeft,0,1,0.58898
1,4,0,47,centre,congRight,180,1,0.52828
1,4,0,48,centre,incongLeft,0,1,0.670805
1,5,7,1,upper,incongLeft,0,1,0.453585
1,5,7,2,upper,congLeft,0,1,0.34674
1,5,7,3,lower,incongRight,180,1,0.39597
1,5,7,4,centre,congRight,180,1,0.429825
1,5,7,5,blank,incongLeft,0,1,0.46559
1,5,7,6,centre,incongLeft,180,1,0.529175
1,5,7,7,blank,congRight,180,1,0.53397
1,5,7,8,upper,incongRight,0,1,0.445895
1,5,7,9,blank,incongLeft,180,1,0.59941
1,5,7,10,blank,congRight,180,1,0.46187
1,5,7,11,upper,congRight,0,1,0.412275
1,5,7,12,blank,congRight,0,1,0.436315
1,5,7,13,blank,congLeft,180,1,0.62672
1,5,7,14,centre,incongRight,0,1,0.53282
1,5,7,15,blank,congLeft,180,1,0.431265
1,5,7,16,blank,incongLeft,0,1,0.547575
1,5,7,17,blank,incongLeft,180,1,0.511525
1,5,7,18,blank,incongRight,180,1,0.58043
1,5,7,19,blank,incongRight,180,0,0.43666
1,5,7,20,centre,congRight,0,1,0.446855
1,5,7,21,blank,congLeft,0,1,0.43662
1,5,7,22,centre,incongRight,180,1,0.579455
1,5,7,23,lower,incongRight,180,1,0.380045
1,5,7,24,centre,congLeft,180,1,0.43471
1,5,7,25,lower,congLeft,180,1,0.36513
1,5,7,26,lower,congRight,180,1,0.401815
1,5,7,27,lower,congRight,180,1,0.355405
1,5,7,28,lower,incongLeft,180,1,0.452805
1,5,7,29,upper,congRight,0,1,0.39706
1,5,7,30,blank,incongRight,0,1,0.548005
1,5,7,31,centre,incongLeft,0,1,0.543995
1,5,7,32,centre,congLeft,0,1,0.381985
1,5,7,33,blank,congRight,0,1,0.41174
1,5,7,34,upper,congLeft,0,1,0.362585
1,5,7,35,centre,congLeft,180,1,0.4312
1,5,7,36,centre,incongRight,0,0,0.349185
1,5,7,37,upper,incongRight,0,1,0.41279
1,5,7,38,centre,congRight,0,1,0.41428
1,5,7,39,lower,congLeft,180,1,0.397995
1,5,7,40,centre,incongLeft,180,1,0.728595
1,5,7,41,upper,incongLeft,0,1,0.451575
1,5,7,42,centre,incongRight,180,1,0.596595
1,5,7,43,centre,congRight,180,1,0.43033
1,5,7,44,lower,incongLeft,180,1,0.46984
1,5,7,45,centre,incongLeft,0,1,0.562265
1,5,7,46,blank,incongRight,0,1,0.536195
1,5,7,47,blank,congLeft,0,1,0.444145
1,5,7,48,centre,congLeft,0,1,0.41402
1,6,4,1,blank,congLeft,0,1,0.471685
1,6,4,2,centre,incongRight,180,1,0.62835
1,6,4,3,centre,congLeft,0,1,0.411415
1,6,4,4,centre,incongRight,180,1,0.538475
1,6,4,5,lower,incongLeft,180,1,0.480875
1,6,4,6,lower,congRight,180,1,0.36369
1,6,4,7,upper,incongRight,0,1,0.41617
1,6,4,8,blank,congRight,0,1,0.4627
1,6,4,9,lower,congRight,180,1,0.32985
1,6,4,10,centre,congLeft,180,1,0.430805
1,6,4,11,centre,incongLeft,0,1,0.51745
1,6,4,12,blank,congRight,0,1,0.42891
1,6,4,13,centre,congRight,0,1,0.37279
1,6,4,14,centre,congRight,0,1,0.315645
1,6,4,15,upper,congRight,0,1,0.29711
1,6,4,16,blank,incongRight,180,1,0.564175
1,6,4,17,blank,congLeft,180,1,0.42849
1,6,4,18,blank,congRight,180,1,0.41524
1,6,4,19,centre,incongLeft,180,1,0.564095
1,6,4,20,lower,congLeft,180,1,0.479745
1,6,4,21,centre,incongLeft,0,1,0.51321
1,6,4,22,blank,congRight,180,1,0.43695
1,6,4,23,centre,congRight,180,1,0.384025
1,6,4,24,lower,incongLeft,180,1,0.449975
1,6,4,25,blank,congLeft,0,1,0.470705
1,6,4,26,blank,incongLeft,180,1,0.58052
1,6,4,27,lower,congLeft,180,1,0.365925
1,6,4,28,upper,incongLeft,0,1,0.397595
1,6,4,29,centre,congLeft,0,1,0.39759
1,6,4,30,upper,congLeft,0,1,0.36631
1,6,4,31,blank,incongLeft,0,1,0.56563
1,6,4,32,centre,incongLeft,180,1,0.5624
1,6,4,33,centre,incongRight,0,1,0.54611
1,6,4,34,centre,congLeft,180,1,0.366855
1,6,4,35,upper,incongLeft,0,1,0.43517
1,6,4,36,blank,incongLeft,180,1,0.504965
1,6,4,37,centre,congRight,180,1,0.42052
1,6,4,38,upper,incongRight,0,1,0.429505
1,6,4,39,upper,congRight,0,1,0.33339
1,6,4,40,blank,incongRight,180,1,0.57848
1,6,4,41,blank,congLeft,180,1,0.478665
1,6,4,42,blank,incongRight,0,0,0.461925
1,6,4,43,blank,incongLeft,0,1,0.66096
1,6,4,44,lower,incongRight,180,1,1.063635
1,6,4,45,lower,incongRight,180,1,0.37909
1,6,4,46,upper,congLeft,0,1,0.4491
1,6,4,47,blank,incongRight,0,1,0.577025
1,6,4,48,centre,incongRight,0,1,0.51069
1,7,7,1,blank,incongLeft,0,1,0.56145
1,7,7,2,upper,incongRight,0,1,0.477995
1,7,7,3,centre,incongLeft,0,1,0.554685
1,7,7,4,upper,congRight,0,1,0.38512
1,7,7,5,centre,congLeft,180,1,0.47932
1,7,7,6,upper,congLeft,0,1,0.382535
1,7,7,7,blank,incongLeft,0,1,0.602315
1,7,7,8,upper,incongLeft,0,1,0.329725
1,7,7,9,upper,incongLeft,0,1,0.351515
1,7,7,10,upper,incongRight,0,1,0.453225
1,7,7,11,blank,congRight,180,1,0.53347
1,7,7,12,blank,congLeft,180,1,0.671075
1,7,7,13,lower,congLeft,180,1,0.3612
1,7,7,14,blank,congRight,180,1,0.446835
1,7,7,15,blank,incongLeft,180,1,0.569075
1,7,7,16,centre,incongRight,0,0,0.41284
1,7,7,17,blank,incongRight,0,1,0.541275
1,7,7,18,centre,congRight,0,1,0.363965
1,7,7,19,blank,congRight,0,1,0.45055
1,7,7,20,upper,congRight,0,1,0.300385
1,7,7,21,centre,incongLeft,0,1,0.50505
1,7,7,22,lower,incongLeft,180,1,0.3474
1,7,7,23,blank,incongRight,180,1,0.56875
1,7,7,24,centre,congRight,180,1,0.40667
1,7,7,25,lower,congRight,180,1,0.328955
1,7,7,26,upper,congLeft,0,1,0.428715
1,7,7,27,centre,incongRight,180,0,0.369545
1,7,7,28,centre,congLeft,0,1,0.42211
1,7,7,29,centre,congLeft,0,1,0.394825
1,7,7,30,blank,congLeft,0,1,0.483375
1,7,7,31,lower,incongRight,180,1,0.412805
1,7,7,32,blank,congRight,0,1,0.479805
1,7,7,33,centre,incongLeft,180,1,0.61366
1,7,7,34,centre,congRight,180,1,0.50389
1,7,7,35,blank,congLeft,180,1,0.486275
1,7,7,36,centre,incongRight,0,1,0.57771
1,7,7,37,blank,congLeft,0,1,0.47857
1,7,7,38,lower,incongLeft,180,1,0.40312
1,7,7,39,blank,incongLeft,180,1,0.645605
1,7,7,40,centre,incongLeft,180,1,0.556275
1,7,7,41,blank,incongRight,180,1,0.59663
1,7,7,42,centre,congLeft,180,1,0.412115
1,7,7,43,centre,congRight,0,1,0.46222
1,7,7,44,lower,congLeft,180,1,0.4139
1,7,7,45,centre,incongRight,180,1,0.5629
1,7,7,46,blank,incongRight,0,1,0.568385
1,7,7,47,lower,congRight,180,1,0.3437
1,7,7,48,lower,incongRight,180,1,0.553045
1,8,4,1,blank,congLeft,180,1,0.53811
1,8,4,2,lower,congLeft,180,1,0.332185
1,8,4,3,centre,congRight,180,1,0.41236
1,8,4,4,lower,congRight,180,1,0.32283
1,8,4,5,lower,incongLeft,180,1,0.510005
1,8,4,6,upper,congRight,0,1,0.378555
1,8,4,7,centre,incongLeft,180,1,0.532275
1,8,4,8,centre,congRight,0,1,0.38041
1,8,4,9,blank,incongLeft,0,1,0.569705
1,8,4,10,blank,incongRight,0,1,0.528565
1,8,4,11,upper,incongRight,0,1,0.500265
1,8,4,12,centre,incongLeft,180,1,0.64519
1,8,4,13,centre,incongRight,0,1,0.50266
1,8,4,14,upper,incongLeft,0,1,0.47093
1,8,4,15,blank,congRight,180,1,0.49644
1,8,4,16,blank,incongLeft,180,1,0.545965
1,8,4,17,lower,incongLeft,180,1,0.46442
1,8,4,18,blank,congLeft,0,1,0.41026
1,8,4,19,blank,congLeft,180,1,0.34495
1,8,4,20,centre,congRight,180,1,0.49679
1,8,4,21,centre,incongRight,180,1,0.521915
1,8,4,22,blank,incongRight,180,1,0.533295
1,8,4,23,centre,incongLeft,0,1,0.51238
1,8,4,24,lower,incongRight,180,1,0.37868
1,8,4,25,blank,congRight,0,1,0.413345
1,8,4,26,upper,congLeft,0,1,0.37913
1,8,4,27,upper,incongLeft,0,1,0.451025
1,8,4,28,blank,incongLeft,0,1,0.505465
1,8,4,29,upper,incongRight,0,1,0.43503
1,8,4,30,centre,congLeft,0,1,0.36482
1,8,4,31,lower,incongRight,180,1,0.379925
1,8,4,32,lower,congLeft,180,1,0.38277
1,8,4,33,blank,congLeft,0,1,0.428305
1,8,4,34,centre,congLeft,180,1,0.379575
1,8,4,35,blank,incongLeft,180,0,0.5006
1,8,4,36,centre,congLeft,0,1,0.39936
1,8,4,37,upper,congRight,0,1,0.299055
1,8,4,38,centre,congRight,0,1,0.366255
1,8,4,39,centre,incongLeft,0,1,0.52839
1,8,4,40,centre,congLeft,180,1,0.483925
1,8,4,41,upper,congLeft,0,1,0.38691
1,8,4,42,blank,incongRight,0,1,0.67857
1,8,4,43,centre,incongRight,180,1,0.51851
1,8,4,44,centre,incongRight,0,1,0.512935
1,8,4,45,blank,incongRight,180,1,0.56322
1,8,4,46,blank,congRight,180,1,0.466625
1,8,4,47,blank,congRight,0,1,0.36299
1,8,4,48,lower,congRight,180,1,0.347825
1,9,7,1,upper,incongLeft,0,1,0.480505
1,9,7,2,centre,incongLeft,180,1,0.51248
1,9,7,3,lower,congRight,180,1,0.393375
1,9,7,4,centre,congRight,180,1,0.434925
1,9,7,5,blank,incongRight,0,1,0.546325
1,9,7,6,blank,congRight,180,1,0.486115
1,9,7,7,blank,congRight,0,1,0.45113
1,9,7,8,centre,incongRight,0,1,0.52835
1,9,7,9,upper,congLeft,0,1,0.42818
1,9,7,10,centre,incongRight,180,1,0.635865
1,9,7,11,lower,congLeft,180,1,0.36583
1,9,7,12,blank,congRight,0,1,0.44628
1,9,7,13,centre,congRight,180,1,0.429395
1,9,7,14,centre,incongRight,0,1,0.49559
1,9,7,15,centre,congLeft,180,1,0.47927
1,9,7,16,upper,incongRight,0,0,0.31831
1,9,7,17,upper,incongLeft,0,1,0.472585
1,9,7,18,centre,congRight,0,1,0.449275
1,9,7,19,blank,incongLeft,0,1,0.54266
1,9,7,20,blank,incongLeft,180,1,0.66175
1,9,7,21,centre,incongLeft,0,1,0.49886
1,9,7,22,blank,incongLeft,180,1,0.59572
1,9,7,23,lower,congRight,180,1,0.39759
1,9,7,24,centre,congLeft,180,1,0.430515
1,9,7,25,upper,congLeft,0,1,0.354925
1,9,7,26,blank,congLeft,0,1,0.46369
1,9,7,27,centre,incongLeft,0,1,0.562235
1,9,7,28,upper,congRight,0,1,0.373675
1,9,7,29,blank,incongRight,0,1,0.63201
1,9,7,30,lower,incongRight,180,1,0.46924
1,9,7,31,blank,incongLeft,0,1,0.61801
1,9,7,32,centre,congRight,0,1,0.39559
1,9,7,33,centre,incongRight,180,1,0.546525
1,9,7,34,lower,incongLeft,180,1,0.477845
1,9,7,35,blank,incongRight,180,1,0.56173
1,9,7,36,upper,congRight,0,1,0.330035
1,9,7,37,blank,congRight,180,1,0.451225
1,9,7,38,upper,incongRight,0,1,0.31265
1,9,7,39,centre,congLeft,0,1,0.43429
1,9,7,40,lower,incongRight,180,1,0.429735
1,9,7,41,lower,congLeft,180,1,0.46916
1,9,7,42,centre,congLeft,0,1,0.4958
1,9,7,43,blank,incongRight,180,1,0.57225
1,9,7,44,lower,incongLeft,180,1,0.42837
1,9,7,45,blank,congLeft,180,1,0.45477
1,9,7,46,centre,incongLeft,180,1,0.59797
1,9,7,47,blank,congLeft,180,1,0.445975
1,9,7,48,blank,congLeft,0,1,0.462165
2,1,0,1,upper,congRight,0,1,0.484995
2,1,0,2,centre,incongLeft,180,0,0.609
2,1,0,3,centre,incongLeft,180,1,0.635625
2,1,0,4,upper,congRight,0,1,0.435915
2,1,0,5,lower,congRight,180,1,0.43296
2,1,0,6,centre,incongRight,180,1,0.71971
2,1,0,7,centre,congRight,180,1,0.57092
2,1,0,8,centre,incongRight,180,1,0.65204
2,1,0,9,blank,congRight,0,1,0.54254
2,1,0,10,centre,congRight,0,1,0.60167
2,1,0,11,centre,congLeft,180,1,0.502375
2,1,0,12,blank,congRight,180,1,0.61825
2,1,0,13,lower,incongRight,180,1,0.425165
2,1,0,14,blank,congLeft,180,1,0.72046
2,1,0,15,blank,incongRight,180,1,0.78608
2,1,0,16,lower,incongLeft,180,0,0.385045
2,1,0,17,centre,congRight,0,1,0.572585
2,1,0,18,lower,incongLeft,180,1,0.542375
2,1,0,19,blank,congLeft,0,1,0.570255
2,1,0,20,blank,congLeft,0,1,0.501835
2,1,0,21,centre,incongLeft,0,1,0.66804
2,1,0,22,blank,incongLeft,0,1,0.50221
2,1,0,23,upper,incongLeft,0,1,0.455585
2,1,0,24,upper,incongRight,0,1,0.61771
2,1,0,25,upper,incongLeft,0,1,0.484085
2,1,0,26,upper,congLeft,0,1,0.43496
2,1,0,27,lower,congRight,180,1,0.54121
2,1,0,28,upper,congLeft,0,1,0.37513
2,1,0,29,centre,incongRight,0,0,0.485625
2,1,0,30,centre,congLeft,0,1,0.474995
2,1,0,31,centre,congLeft,180,1,0.531
2,1,0,32,upper,incongRight,0,1,0.684915
2,1,0,33,blank,incongRight,0,1,0.620205
2,1,0,34,centre,incongRight,0,1,0.618875
2,1,0,35,centre,congLeft,0,1,0.534875
2,1,0,36,lower,congLeft,180,1,0.45166
2,1,0,37,blank,congLeft,180,1,0.491705
2,1,0,38,blank,incongLeft,180,1,0.56721
2,1,0,39,blank,incongLeft,180,1,0.469125
2,1,0,40,centre,congRight,180,1,0.57021
2,1,0,41,lower,congLeft,180,1,0.519085
2,1,0,42,blank,incongLeft,0,1,0.5365
2,1,0,43,blank,incongRight,180,0,0.41833
2,1,0,44,centre,incongLeft,0,1,0.586335
2,1,0,45,lower,incongRight,180,1,0.569625
2,1,0,46,blank,congRight,180,1,0.64942
2,1,0,47,blank,congRight,0,1,0.655125
2,1,0,48,blank,incongRight,0,1,0.955415
2,2,0,1,blank,incongRight,0,1,0.65808
2,2,0,2,blank,incongLeft,0,1,0.64729
2,2,0,3,centre,congLeft,180,1,0.942545
2,2,0,4,centre,incongLeft,180,1,0.83846
2,2,0,5,blank,incongLeft,180,1,0.56904
2,2,0,6,upper,incongLeft,0,1,0.589085
2,2,0,7,centre,congLeft,0,1,0.534705
2,2,0,8,lower,incongRight,180,1,0.55271
2,2,0,9,centre,congRight,0,1,0.75142
2,2,0,10,blank,congLeft,0,1,0.61979
2,2,0,11,lower,incongLeft,180,1,0.684205
2,2,0,12,blank,incongRight,0,1,0.685245
2,2,0,13,blank,incongRight,180,1,0.70946
2,2,0,14,upper,congLeft,0,1,0.469375
2,2,0,15,centre,congLeft,180,1,0.46842
2,2,0,16,upper,incongLeft,0,1,0.57504
2,2,0,17,upper,congLeft,0,1,0.437415
2,2,0,18,centre,incongRight,0,1,0.693255
2,2,0,19,upper,incongRight,0,1,0.53479
2,2,0,20,blank,congRight,0,1,0.984665
2,2,0,21,centre,incongLeft,0,1,0.65667
2,2,0,22,blank,incongLeft,0,1,0.60837
2,2,0,23,blank,congLeft,180,1,0.6195
2,2,0,24,centre,incongLeft,0,1,0.61846
2,2,0,25,blank,congLeft,180,1,0.475665
2,2,0,26,lower,incongRight,180,1,0.619375
2,2,0,27,centre,congRight,180,1,0.66992
2,2,0,28,centre,incongRight,180,1,0.568335
2,2,0,29,upper,congRight,0,1,0.489835
2,2,0,30,blank,congRight,180,1,0.469625
2,2,0,31,centre,incongLeft,180,0,0.435465
2,2,0,32,centre,congRight,0,1,0.469375
2,2,0,33,blank,congLeft,0,1,0.62037
2,2,0,34,upper,incongRight,0,1,0.61542
2,2,0,35,centre,congRight,180,1,0.439165
2,2,0,36,blank,incongLeft,180,1,0.71958
2,2,0,37,centre,incongRight,180,1,0.67379
2,2,0,38,lower,incongLeft,180,1,0.976375
2,2,0,39,upper,congRight,0,1,0.49883
2,2,0,40,lower,congRight,180,1,0.602665
2,2,0,41,blank,incongRight,180,1,0.61921
2,2,0,42,lower,congLeft,180,1,0.498505
2,2,0,43,centre,congLeft,0,1,0.486045
2,2,0,44,blank,congRight,180,1,0.586125
2,2,0,45,centre,incongRight,0,1,0.61917
2,2,0,46,lower,congLeft,180,1,0.469875
2,2,0,47,blank,congRight,0,1,0.60141
2,2,0,48,lower,congRight,180,1,0.53554
2,3,4,1,blank,incongLeft,180,1,0.70033
2,3,4,2,centre,incongLeft,180,1,0.656
2,3,4,3,blank,congLeft,0,1,0.48029
2,3,4,4,centre,congLeft,180,1,0.40429
2,3,4,5,upper,incongLeft,0,1,0.55396
2,3,4,6,blank,congRight,0,1,0.50025
2,3,4,7,blank,incongLeft,0,1,0.592165
2,3,4,8,upper,congLeft,0,1,0.38454
2,3,4,9,centre,incongLeft,180,0,0.60179
2,3,4,10,centre,congLeft,180,1,0.652375
2,3,4,11,centre,congRight,180,1,0.688665
2,3,4,12,centre,incongLeft,0,1,0.677415
2,3,4,13,lower,congRight,180,1,0.42529
2,3,4,14,centre,congLeft,0,1,0.451705
2,3,4,15,lower,congLeft,180,1,0.472625
2,3,4,16,blank,congLeft,0,1,0.45325
2,3,4,17,lower,congRight,180,1,0.442915
2,3,4,18,blank,incongLeft,180,1,0.913625
2,3,4,19,upper,congLeft,0,1,0.385795
2,3,4,20,centre,incongRight,0,1,0.88633
2,3,4,21,lower,incongLeft,180,1,0.65179
2,3,4,22,blank,congRight,0,1,0.519165
2,3,4,23,blank,congRight,180,1,0.48654
2,3,4,24,blank,incongRight,180,1,0.75254
2,3,4,25,upper,incongLeft,0,1,0.519335
2,3,4,26,centre,congLeft,0,1,0.5355
2,3,4,27,upper,congRight,0,1,0.44229
2,3,4,28,blank,congRight,180,1,0.52104
2,3,4,29,centre,congRight,180,1,0.457795
2,3,4,30,lower,incongRight,180,1,0.473375
2,3,4,31,blank,congLeft,180,1,0.60054
