version,block,frequency,trial,change,response,RT,loads,ID,gender,hand,age,resp_type
ChD_BB_v3,1,7,1,1,Wrong,0.820442838208819,6,S02,F,R,20,2
ChD_BB_v3,1,7,2,0,Correct,1.4007176861192,6,S02,F,R,20,4
ChD_BB_v3,1,7,3,1,Correct,0.920487177325267,5,S02,F,R,20,1
ChD_BB_v3,1,7,4,1,Correct,1.09056654741635,6,S02,F,R,20,1
ChD_BB_v3,1,7,5,0,Correct,1.29066410030005,5,S02,F,R,20,4
ChD_BB_v3,1,7,6,0,Correct,1.8709437268684,7,S02,F,R,20,4
ChD_BB_v3,1,7,7,1,Correct,1.35069978321947,5,S02,F,R,20,1
ChD_BB_v3,1,7,8,1,Wrong,1.27065448154455,5,S02,F,R,20,2
ChD_BB_v3,1,7,9,0,Correct,0.970509517550058,7,S02,F,R,20,4
ChD_BB_v3,1,7,10,0,Correct,1.85093410811289,6,S02,F,R,20,4
ChD_BB_v3,1,7,11,1,Correct,1.52077608131621,7,S02,F,R,20,1
ChD_BB_v3,1,7,12,1,Correct,1.03053769115053,7,S02,F,R,20,1
ChD_BB_v3,1,7,13,1,Timeout,NaN,7,S02,F,R,20,0
ChD_BB_v3,1,7,14,0,Correct,1.2906644416325,5,S02,F,R,20,4
ChD_BB_v3,1,7,15,0,Correct,1.02053595376723,5,S02,F,R,20,4
ChD_BB_v3,1,7,16,0,Correct,0.750404735240295,7,S02,F,R,20,4
ChD_BB_v3,1,7,17,0,Correct,0.990526645624509,7,S02,F,R,20,4
ChD_BB_v3,1,7,18,0,Correct,0.740403680522131,5,S02,F,R,20,4
ChD_BB_v3,1,7,19,1,Wrong,0.660362133506915,5,S02,F,R,20,2
ChD_BB_v3,1,7,20,0,Correct,0.910480319951553,5,S02,F,R,20,4
ChD_BB_v3,1,7,21,1,Wrong,1.16060294372148,7,S02,F,R,20,2
ChD_BB_v3,1,7,22,1,Correct,0.760413640610313,7,S02,F,R,20,1
ChD_BB_v3,1,7,23,0,Correct,1.21062630794431,5,S02,F,R,20,4
ChD_BB_v3,1,7,24,1,Correct,1.16060669838118,5,S02,F,R,20,1
ChD_BB_v3,1,7,25,1,Correct,1.12058268221266,7,S02,F,R,20,1
ChD_BB_v3,1,7,26,0,Correct,1.07055692866085,7,S02,F,R,20,4
ChD_BB_v3,1,7,27,1,Correct,1.26064864816887,6,S02,F,R,20,1
ChD_BB_v3,1,7,28,0,Correct,0.670369673546215,6,S02,F,R,20,4
ChD_BB_v3,1,7,29,1,Correct,0.940506694728929,7,S02,F,R,20,1
ChD_BB_v3,1,7,30,0,Correct,1.03054042181219,6,S02,F,R,20,4
ChD_BB_v3,1,7,31,1,Correct,1.51076956527517,6,S02,F,R,20,1
ChD_BB_v3,1,7,32,0,Correct,0.680373800258494,5,S02,F,R,20,4
ChD_BB_v3,1,7,33,0,Wrong,1.51077195460416,6,S02,F,R,20,3
ChD_BB_v3,1,7,34,0,Correct,1.05054730990557,7,S02,F,R,20,4
ChD_BB_v3,1,7,35,1,Correct,1.09057371540307,6,S02,F,R,20,1
ChD_BB_v3,1,7,36,0,Correct,1.27065550554259,7,S02,F,R,20,4
ChD_BB_v3,1,7,37,1,Correct,1.05055311256181,7,S02,F,R,20,1
ChD_BB_v3,1,7,38,0,Correct,1.03053939781392,6,S02,F,R,20,4
ChD_BB_v3,1,7,39,1,Correct,1.01052773106257,7,S02,F,R,20,1
