version,block,frequency,jitter,trial,change,response,RT,loads,ID,gender,hand,age,resp_type
ChD_v5_MB,6,0,true,26,0,Correct,0.660345163152097,5,S01,F,R,23,4
ChD_v5_MB,6,0,true,27,0,Correct,0.620324451041679,5,S01,F,R,23,4
ChD_v5_MB,6,0,true,28,1,Correct,1.21059616266175,5,S01,F,R,23,1
ChD_v5_MB,6,0,true,29,1,Correct,0.660341067151303,6,S01,F,R,23,1
ChD_v5_MB,6,0,true,30,0,Correct,0.710365591955765,6,S01,F,R,23,4
ChD_v5_MB,6,0,true,31,0,Correct,1.37065989643289,7,S01,F,R,23,4
ChD_v5_MB,6,0,true,32,0,Correct,0.63032655706937,5,S01,F,R,23,4
ChD_v5_MB,6,0,true,33,0,Correct,0.640331393763499,6,S01,F,R,23,4
ChD_v5_MB,6,0,true,34,0,Wrong,1.47070314337331,7,S01,F,R,23,3
ChD_v5_MB,6,0,true,35,1,Wrong,0.690353529233521,7,S01,F,R,23,2
ChD_v5_MB,6,0,true,36,1,Correct,0.720368039316363,5,S01,F,R,23,1
ChD_v5_MB,6,0,true,37,0,Wrong,1.42068203190337,6,S01,F,R,23,3
ChD_v5_MB,6,0,true,38,0,Wrong,0.700358024594743,7,S01,F,R,23,3
ChD_v5_MB,6,0,true,39,0,Correct,0.580304080265532,6,S01,F,R,23,4
ChD_v5_MB,6,0,true,40,0,Correct,1.26060942346437,5,S01,F,R,23,4
ChD_v5_MB,6,0,true,41,0,Wrong,1.30070215691999,5,S01,F,R,23,3
ChD_v5_MB,6,0,true,42,1,Correct,1.10053818035835,7,S01,F,R,23,1
ChD_v5_MB,7,4,true,1,1,Correct,0.830415781617544,7,S01,F,R,23,1
ChD_v5_MB,7,4,true,2,0,Correct,1.36065471840495,7,S01,F,R,23,4
ChD_v5_MB,7,4,true,3,0,Correct,0.770390174786839,6,S01,F,R,23,4
ChD_v5_MB,7,4,true,4,0,Wrong,2.00095470949645,6,S01,F,R,23,3
ChD_v5_MB,7,4,true,5,1,Correct,0.730369804009783,5,S01,F,R,23,1
ChD_v5_MB,7,4,true,6,1,Correct,0.660341067151303,6,S01,F,R,23,1
ChD_v5_MB,7,4,true,7,1,Correct,1.170568965217,6,S01,F,R,23,1
ChD_v5_MB,7,4,true,8,0,Correct,0.810409521563356,5,S01,F,R,23,4
ChD_v5_MB,7,4,true,9,1,Wrong,1.23059662004833,5,S01,F,R,23,2
ChD_v5_MB,7,4,true,10,1,Correct,0.790398482841651,7,S01,F,R,23,1
ChD_v5_MB,7,4,true,11,0,Correct,1.08053089630408,5,S01,F,R,23,4
ChD_v5_MB,7,4,true,12,1,Correct,0.620322403041509,6,S01,F,R,23,1
ChD_v5_MB,7,4,true,13,0,Correct,1.77083902819687,6,S01,F,R,23,4
ChD_v5_MB,7,4,true,14,0,Correct,0.650334523790821,5,S01,F,R,23,4
ChD_v5_MB,7,4,true,15,0,Correct,1.64078127117316,5,S01,F,R,23,4
ChD_v5_MB,7,4,true,16,0,Correct,0.460249453269143,7,S01,F,R,23,4
ChD_v5_MB,7,4,true,17,0,Correct,0.600313412320429,7,S01,F,R,23,4
ChD_v5_MB,7,4,true,18,1,Wrong,0.670342490511816,6,S01,F,R,23,2
ChD_v5_MB,7,4,true,19,1,Correct,0.860442238368951,6,S01,F,R,23,1
ChD_v5_MB,7,4,true,20,0,Correct,1.42068203190292,5,S01,F,R,23,4
ChD_v5_MB,7,4,true,21,1,Correct,0.620321037708063,7,S01,F,R,23,1
ChD_v5_MB,7,4,true,22,1,Correct,0.770388809453393,6,S01,F,R,23,1
ChD_v5_MB,7,4,true,23,1,Wrong,0.690353187900614,6,S01,F,R,23,2
ChD_v5_MB,7,4,true,24,0,Correct,1.58075327500847,5,S01,F,R,23,4
ChD_v5_MB,7,4,true,25,1,Correct,0.630326215736009,6,S01,F,R,23,1
ChD_v5_MB,7,4,true,26,0,Wrong,0.490265328684977,7,S01,F,R,23,3
ChD_v5_MB,7,4,true,27,0,Wrong,0.550292642183399,5,S01,F,R,23,3
ChD_v5_MB,7,4,true,28,0,Wrong,1.21060435466288,6,S01,F,R,23,3
ChD_v5_MB,7,4,true,29,1,Correct,1.01049703944472,5,S01,F,R,23,1
ChD_v5_MB,7,4,true,30,0,Correct,1.10053852169171,7,S01,F,R,23,4
ChD_v5_MB,7,4,true,31,1,Correct,0.550289911516052,5,S01,F,R,23,1
ChD_v5_MB,7,4,true,32,0,Correct,1.39067025248742,7,S01,F,R,23,4
ChD_v5_MB,7,4,true,33,0,Correct,0.950471091280201,7,S01,F,R,23,4
ChD_v5_MB,7,4,true,34,1,Correct,0.500268458712753,5,S01,F,R,23,1
ChD_v5_MB,7,4,true,35,0,Correct,0.620322744374871,6,S01,F,R,23,4
ChD_v5_MB,7,4,true,36,1,Correct,0.660338677817772,7,S01,F,R,23,1
ChD_v5_MB,7,4,true,37,0,Correct,1.25062062943914,5,S01,F,R,23,4
ChD_v5_MB,7,4,true,38,1,Correct,0.640331052430138,7,S01,F,R,23,1
ChD_v5_MB,7,4,true,39,1,Correct,0.930462783225844,6,S01,F,R,23,1
ChD_v5_MB,7,4,true,40,1,Correct,1.64077922317299,7,S01,F,R,23,1
ChD_v5_MB,7,4,true,41,0,Wrong,0.550290252849413,7,S01,F,R,23,3
ChD_v5_MB,7,4,true,42,1,Correct,0.560294748210181,5,S01,F,R,23,1
ChD_v5_MB,8,4,false,1,0,Correct,0.650335547790451,7,S01,F,R,23,4
ChD_v5_MB,8,4,false,2,0,Correct,0.590310282292653,6,S01,F,R,23,4
ChD_v5_MB,8,4,false,3,1,Correct,0.970482812669538,7,S01,F,R,23,1
ChD_v5_MB,8,4,false,4,1,Correct,1.25060731743713,7,S01,F,R,23,1
