ID,version,Load,frequency,HR,FAR,Acc,RT,K,dPrime,criterion,Acc_bsl,K_bsl
S01,ChD_BB_v2,5,0,0.727272727272727,0.15,0.785714285714286,0.914708962458335,3.39572192513369,1.64101873607703,0.215924021455276,0,0
S01,ChD_BB_v2,6,0,0.75,0.0909090909090909,0.80952380952381,0.966355882298,4.35,2.00966748631502,0.330343992961427,0,0
S01,ChD_BB_v2,7,0,0.523809523809524,0.0952380952380952,0.714285714285714,1.0237172821127,3.31578947368421,1.3688888165711,0.624727308500227,0,0
S01,ChD_BB_v2,5,4,0.791666666666667,0,0.880952380952381,0.767157067431605,3.95833333333333,Inf,Inf,0.121212121212121,0.165682414698163
S01,ChD_BB_v2,6,4,0.684210526315789,0.173913043478261,0.761904761904762,0.828971377491607,3.70637119113573,1.41831997020785,0.229654331772977,-0.0588235294117648,-0.147960645715923
S01,ChD_BB_v2,7,4,0.5,0.136363636363636,0.69047619047619,1.05772087695962,2.94736842105263,1.09680356209351,0.548401781046757,-0.0333333333333334,-0.111111111111111
S01,ChD_BB_v2,5,7,0.791666666666667,0,0.880952380952381,0.868681645201837,3.95833333333333,Inf,Inf,0.121212121212121,0.165682414698163
S01,ChD_BB_v2,6,7,0.722222222222222,0.125,0.80952380952381,0.882473719098645,4.09523809523809,1.73980517822579,0.280446791263115,0,-0.0585659551176793
S01,ChD_BB_v2,7,7,0.571428571428571,0.0952380952380952,0.738095238095238,0.95880627076032,3.68421052631579,1.48918408657848,0.564579673496536,0.0333333333333334,0.111111111111111
S02,ChD_BB_v2,5,0,0.823529411764706,0.2,0.80952380952381,0.937473323987737,3.89705882352941,1.77052072522019,-0.0436391290371782,0,0
S02,ChD_BB_v2,6,0,0.84,0.352941176470588,0.761904761904762,0.950616815850605,4.51636363636364,1.37184982703831,-0.3085329696906,0,0
S02,ChD_BB_v2,7,0,0.619047619047619,0.19047619047619,0.714285714285714,1.01028466164785,3.70588235294118,1.17912329730305,0.286581200595317,0,0
S02,ChD_BB_v2,5,4,0.833333333333333,0.166666666666667,0.833333333333333,0.954173181572225,4,1.9348431322034,-0,0.0294117647058824,0.0264150943396227
S02,ChD_BB_v2,6,4,0.681818181818182,0.15,0.761904761904762,0.959170064476125,3.75401069518717,1.50922251048606,0.281822134250761,0,-0.168797953964194
S02,ChD_BB_v2,7,4,0.521739130434783,0.368421052631579,0.571428571428571,0.983895752526662,1.69927536231884,0.390557055219924,0.140759612761861,-0.2,-0.5414653784219
S02,ChD_BB_v2,5,7,0.916666666666667,0.277777777777778,0.80952380952381,0.935795626297948,4.42307692307692,1.97244992495042,-0.39676916462543,0,0.134978229317852
S02,ChD_BB_v2,6,7,0.666666666666667,0.333333333333333,0.666666666666667,0.889510004016997,3,0.861454598590915,8.32667268468867e-17,-0.125,-0.335748792270531
S02,ChD_BB_v2,7,7,0.611111111111111,0.25,0.69047619047619,0.959406910754581,3.37037037037037,0.95670589725859,0.196136801566787,-0.0333333333333334,-0.0905349794238682
S03,ChD_BB_v2,5,0,0.894736842105263,0.260869565217391,0.80952380952381,1.04665033794413,4.28792569659443,1.89278641018432,-0.305726315173057,0,0
S03,ChD_BB_v2,6,0,0.590909090909091,0.1,0.738095238095238,1.21490484857078,3.27272727272727,1.51143568312383,0.525833723982684,0,0
S03,ChD_BB_v2,7,0,0.636363636363636,0.3,0.666666666666667,1.12066222267303,3.36363636363636,0.873156208225086,0.0878224085954981,0,0
S03,ChD_BB_v2,5,4,0.884615384615385,0.125,0.857142857142857,1.08631744355872,4.34065934065934,2.34872908268293,-0.0240151609654581,0.0588235294117646,0.0122981711429363
S03,ChD_BB_v2,6,4,0.526315789473684,0.130434782608696,0.714285714285714,1.10338165637937,2.73157894736842,1.19035004394448,0.529163209596399,-0.0322580645161291,-0.165350877192983
