ID,version,Load,frequency,jitter,HR,FAR,Acc,RT,K,K_C,dPrime,criterion,Acc_bsl,K_bsl,Acc_bsl_W,K_bsl_W,K_bsl_C
S01,ChD_entr_4,4,0,true,0.428571428571429,0,0.714285714285714,0.671145981285256,1.71428571428571,1.71428571428571,Inf,Inf,0,0,0,-0.699248120300752,0
S01,ChD_entr_4,5,0,true,0.619047619047619,0.0476190476190476,0.761904761904762,0.737279955758131,3,2.85714285714286,1.97137164200329,0.682705372945436,0,0,0,0.586466165413534,0
S01,ChD_entr_4,6,0,true,0.476190476190476,0.0952380952380952,0.69047619047619,0.757772528614091,2.52631578947368,2.28571428571429,1.24945461700045,0.68444440828555,0,0,0,0.112781954887218,0
S01,ChD_entr_4,4,4,false,0.761904761904762,0.0476190476190476,0.857142857142857,0.556326925467692,3,2.85714285714286,2.38083422633657,0.477974080778795,0.2,0.75,0.142857142857143,0.586466165413533,0.666666666666667
S01,ChD_entr_4,5,4,false,0.523809523809524,0.0952380952380952,0.714285714285714,0.635166634516564,2.36842105263158,2.14285714285714,1.3688888165711,0.624727308500227,-0.0624999999999999,-0.210526315789474,-0.0476190476190476,-0.0451127819548871,-0.25
S01,ChD_entr_4,6,4,false,0.476190476190476,0,0.738095238095238,0.617517271463938,2.85714285714286,2.85714285714286,Inf,Inf,0.0689655172413794,0.130952380952381,0.0476190476190477,0.44360902255639,0.25
S01,ChD_entr_4,4,4,true,0.619047619047619,0,0.80952380952381,0.591160196190737,2.47619047619048,2.47619047619048,Inf,Inf,0.133333333333333,0.444444444444445,0.0952380952380952,0.06265664160401,0.444444444444445
S01,ChD_entr_4,5,4,true,0.571428571428571,0.0476190476190476,0.738095238095238,0.641262491049765,2.75,2.61904761904762,1.84840356373978,0.744189412077187,-0.0312499999999999,-0.0833333333333335,-0.0238095238095237,0.336466165413533,-0.0833333333333334
S01,ChD_entr_4,6,4,true,0.333333333333333,0,0.666666666666667,0.627364980747046,2,2,Inf,Inf,-0.0344827586206897,-0.208333333333333,-0.0238095238095238,-0.413533834586466,-0.125
S01,ChD_entr_4,4,7,false,0.714285714285714,0.0952380952380952,0.80952380952381,0.628285553989344,2.73684210526316,2.47619047619048,1.87512053871864,0.371611447426457,0.133333333333333,0.596491228070176,0.0952380952380952,0.323308270676692,0.444444444444445
S01,ChD_entr_4,5,7,false,0.333333333333333,0,0.666666666666667,0.729121773376812,1.66666666666667,1.66666666666667,Inf,Inf,-0.125,-0.444444444444444,-0.0952380952380952,-0.7468671679198,-0.416666666666667
S01,ChD_entr_4,6,7,false,0.380952380952381,0.0476190476190476,0.666666666666667,0.719204258061284,2.1,2,1.36541074589087,0.985685821001643,-0.0344827586206897,-0.16875,-0.0238095238095238,-0.313533834586467,-0.125
S01,ChD_entr_4,4,7,true,0.666666666666667,0,0.833333333333333,0.52126117086305,2.66666666666667,2.66666666666667,Inf,Inf,0.166666666666667,0.555555555555556,0.119047619047619,0.2531328320802,0.555555555555556
S01,ChD_entr_4,5,7,true,0.571428571428571,0,0.785714285714286,0.576719308059839,2.85714285714286,2.85714285714286,Inf,Inf,0.03125,-0.0476190476190477,0.0238095238095238,0.44360902255639,0
S01,ChD_entr_4,6,7,true,0.428571428571429,0.142857142857143,0.642857142857143,0.556782660978428,2,1.71428571428571,0.887558154085437,0.623791446835424,-0.0689655172413792,-0.208333333333333,-0.0476190476190476,-0.413533834586466,-0.25
S02,ChD_entr_4,4,0,true,0.952380952380952,0.142857142857143,0.880952380952381,0.837531320245436,3.77777777777778,3.23809523809524,2.73596171782522,-0.300410335034468,0,0,0,-0.327069716775599,0
S02,ChD_entr_4,5,0,true,0.904761904761905,0.19047619047619,0.857142857142857,0.907316429993217,4.41176470588235,3.57142857142857,2.18531456603262,-0.216514433769468,0,0,0,0.306917211328977,0
S02,ChD_entr_4,6,0,true,0.761904761904762,0.238095238095238,0.761904761904762,0.931532202284123,4.125,3.14285714285714,1.42488606477898,5.55111512312578e-17,0,0,0,0.0201525054466227,0
S02,ChD_entr_4,4,4,false,0.952380952380952,0.238095238095238,0.857142857142857,0.982759676444894,3.75,2.85714285714286,2.38083422633657,-0.477974080778795,-0.0270270270270271,-0.00735294117647068,-0.0238095238095238,-0.354847494553377,-0.11764705882353
S02,ChD_entr_4,5,4,false,0.857142857142857,0.19047619047619,0.833333333333333,1.04076825554814,4.11764705882353,3.33333333333333,1.94371337312498,-0.0957138373156503,-0.0277777777777777,-0.0666666666666668,-0.0238095238095237,0.0127995642701526,-0.0666666666666668
S02,ChD_entr_4,6,4,false,0.714285714285714,0.0476190476190476,0.833333333333333,1.03895089316628,4.2,4,2.23434001587994,0.551221186007108,0.0937500000000001,0.0181818181818184,0.0714285714285715,0.0951525054466238,0.272727272727273
S02,ChD_entr_4,4,4,true,0.857142857142857,0.0476190476190476,0.904761904761905,0.876496915456182,3.4,3.23809523809524,2.73596171782522,0.300410335034469,0.0270270270270271,-0.0999999999999999,0.0238095238095238,-0.704847494553376,0
S02,ChD_entr_4,5,4,true,0.714285714285714,0.19047619047619,0.761904761904762,0.924533976057951,3.23529411764706,2.61904761904762,1.4420916711797,0.155097013656989,-0.111111111111111,-0.266666666666667,-0.0952380952380952,-0.869553376906318,-0.266666666666667
S02,ChD_entr_4,6,4,true,0.80952380952381,0.333333333333333,0.738095238095238,0.977553975847599,4.28571428571429,2.85714285714286,1.3068701485423,-0.222707774975692,-0.0312499999999999,0.0389610389610392,-0.0238095238095237,0.180866791160909,-0.0909090909090907
S02,ChD_entr_4,4,7,false,0.952380952380952,0.142857142857143,0.904761904761905,0.874911774291724,3.77777777777778,3.23809523809524,2.73596171782522,-0.300410335034468,0.0270270270270271,0,0.0238095238095238,-0.327069716775599,0
S02,ChD_entr_4,5,7,false,0.761904761904762,0.142857142857143,0.80952380952381,0.861319623214635,3.61111111111111,3.0952380952381,1.78001355626763,0.177563745744326,-0.0555555555555555,-0.181481481481482,-0.0476190476190476,-0.493736383442265,-0.133333333333333
S02,ChD_entr_4,6,7,false,0.904761904761905,0.238095238095238,0.833333333333333,0.865847604156041,5.25,4,2.02161474917527,-0.298364342198144,0.0937500000000001,0.272727272727273,0.0714285714285715,1.14515250544662,0.272727272727273
S02,ChD_entr_4,4,7,true,0.857142857142857,0.19047619047619,0.785714285714286,0.935542882044603,3.29411764705882,2.66666666666667,1.94371337312498,-0.0957138373156503,-0.108108108108108,-0.1280276816609,-0.0952380952380952,-0.810729847494553,-0.176470588235294
S02,ChD_entr_4,5,7,true,0.80952380952381,0.19047619047619,0.785714285714286,0.989542576831697,3.82352941176471,3.0952380952381,1.75228569849368,-0,-0.0833333333333333,-0.133333333333333,-0.0714285714285714,-0.28131808278867,-0.133333333333333
S02,ChD_entr_4,6,7,true,0.666666666666667,0.19047619047619,0.69047619047619,0.946011056471381,3.52941176470588,2.85714285714286,1.3068701485423,0.222707774975692,-0.09375,-0.144385026737968,-0.0714285714285714,-0.575435729847495,-0.0909090909090909
S03,ChD_entr_4,4,0,true,0.761904761904762,0.0952380952380952,0.833333333333333,0.630333870269911,2.94736842105263,2.66666666666667,2.02161474917527,0.298364342198144,0,0,0,-0.261278195488722,0
S03,ChD_entr_4,5,0,true,0.666666666666667,0.0476190476190476,0.80952380952381,0.748316007097362,3.25,3.0952380952381,2.09911849324254,0.618831947325811,0,0,0,0.0413533834586466,0
S03,ChD_entr_4,6,0,true,0.571428571428571,0,0.785714285714286,0.653116606699167,3.42857142857143,3.42857142857143,Inf,Inf,0,0,0,0.219924812030075,0
