ID,Load,frequency,HR,FAR,Acc,RT,K,gender,dPrime,criterion,Acc_bsl,K_bsl,K_bsl_ave,HR_bsl,FAR_bsl,rP_mean_raw,rP_mean,rP_trial_var,rP_mean_bsl,rP_trial_CoV,rP_mean_bslSub_del,rP_trial_var_del,rP_trial_CoV_del,rP_mean_bslSub_del_raw
S05,6,0,0.8125,0.0714285714285714,0.866666666666667,0.644758243733547,4.78846153846154,F,2.3523803517044,0.289043616833323,0,0,0.058287795992714,0.0497308382466034,0.551724137931034,3.15583459785496,0.0808551621866534,0.798008183241409,0,11.0483117403329,0.0958255572979736,0.886509423671744,9.82562815714443,0.0282807972830207
S05,7,0,0.642857142857143,0,0.833333333333333,0.720162453266797,4.5,F,Inf,Inf,0,0,-0.00546448087431692,-0.169443732376314,-1,3.18443799442485,0.177773802403701,0.702477008048248,0,4.71463738424167,-0.134501055869854,0.624692567643331,-5.87634757749238,-0.0396950166809838
S05,5,4,0.722222222222222,0.0833333333333333,0.8,0.760544589200314,3.48484848484848,F,1.97244992495042,0.39676916462543,-0.111111111111111,-0.186868686868687,-0.229820978454858,-0.0669059215585748,0.810344827586207,3.26745256955034,0.459057170961007,1.24448483658564,0.717622051315181,2.43012172918287,-0.0233029466569389,0.836174178807806,-39.24077130412,-0.00687735014629391
S05,6,4,0.461538461538462,0.117647058823529,0.7,0.739634164733858,2.33846153846154,F,1.09027281746618,0.641695024022729,-0.192307692307692,-0.511646586345382,-0.483181542197936,-0.403703192475302,1.55578093306288,3.23070738498566,0.334551211893125,0.981574088612342,0.253696049706471,2.96141270530974,0.0951267515898594,1.05990562635078,10.822583174307,0.0280745602088138
S05,7,4,0.642857142857143,0.125,0.766666666666667,0.826914140759355,4.14285714285714,F,1.51645573717658,0.392121511787719,-0.08,-0.0793650793650793,-0.0843958712811171,-0.169443732376314,1.71551724137931,3.11598587059995,-0.0541667206341357,0.685399353277366,-0.231940523037837,-15.284079987769,0.0705212120381408,0.477382272876725,9.79745722567343,0.0208127785325779
S05,5,7,0.833333333333333,0.0555555555555556,0.9,0.564448949133657,4.11764705882353,F,2.56064038412475,0.312898625960675,0,-0.0392156862745099,-0.0899674988392441,0.0766470135862599,0.206896551724138,3.11858186566596,-0.0453705515780069,1.0588162440313,0.213194328776168,-22.6796442847121,0.0199612790452884,0.930031412463922,48.3126036351487,0.00589113073910147
S05,6,7,0.625,0,0.766666666666667,0.685986927786351,3.75,F,Inf,Inf,-0.115384615384615,-0.216867469879518,-0.171220400728597,-0.192514739810305,-1,3.08626270262694,-0.154879550869133,0.935055905213241,-0.235734713055786,-6.24345100647419,-0.354644704942604,0.635914903042265,-2.24856797806307,-0.104665553645474
S05,7,7,0.705882352941177,0.0769230769230769,0.8,0.798087717000453,4.76960784313725,F,1.96747195740194,0.44234089357188,-0.04,0.0599128540305009,0.0541209805112085,-0.088016647315168,0.671087533156499,3.0812331297272,-0.171921560727068,1.03867049086789,-0.349695363130769,-5.92800486726665,-0.241220959861298,0.798987312086126,-3.70556896255054,-0.0711910398291767
S06,5,0,0.428571428571429,0.125,0.633333333333333,1.27352521096654,1.73469387755102,M,0.970337010583303,0.665180875084357,0,0,-0.210861650485437,-0.0727272727272727,-0.170212765957447,2.79944964967918,-0.3158159342671,0.498648523204503,0,-2.23595588291893,0.681595594101102,0.923066081312268,1.40957965235648,0.127087948358725
S06,6,0,0.428571428571429,0.25,0.6,1.36966113847119,1.42857142857143,M,0.494477380403377,0.427251059994393,0,0,-0.350121359223301,-0.0727272727272727,0.659574468085106,2.7960908436033,-0.333829817190896,0.778508674205843,0,-2.64305745104759,0.670765507109886,0.699743794737474,1.2470928986732,0.125068607934327
